execution_id,order_id,deal_id,wave_id,exchange_trade_id,execution_time,exchange_execution_id,executed_price,executed_size,fees,fees_currency,adapter_id,strategy_id,account_id,exchange_order_id,symbol,side,order_price,order_size,ccy_1,ccy_2,ccy2_src,underlying_index,underlying_index_src,hedge_id
1959,1161,858,34629,,"2018-12-05 17:16:37",1172,2.291,30.0,0.03928416,EOS,OKEXFUTURE_ADAPTER,strategy-858,0,1919824538541056,EOS1207,BUY,0.0,30.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1190
1960,1162,858,34629,,"2018-12-05 17:16:38",1174,2.294,30.0,0.03923278,EOS,OKEXFUTURE_ADAPTER,strategy-858,0,1919824604181504,EOS1228,SELL,0.0,30.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1190
1961,1163,858,34630,,"2018-12-05 17:16:54",1176,2.292,1.0,0.0013089,EOS,OKEXFUTURE_ADAPTER,strategy-858,0,1919825651778560,EOS1207,SELL,0.0,30.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1190
1962,1163,858,34630,,"2018-12-05 17:16:54",1177,2.28899986,29.0,0.03800786,EOS,OKEXFUTURE_ADAPTER,strategy-858,0,1919825651778560,EOS1207,SELL,0.0,30.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1190
1963,1164,858,34630,,"2018-12-05 17:16:55",1179,2.296,28.0,0.03658537,EOS,OKEXFUTURE_ADAPTER,strategy-858,0,1919825717073920,EOS1228,BUY,0.0,30.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1190
1964,1164,858,34630,,"2018-12-05 17:16:55",1180,2.296,2.0,0.00261324,EOS,OKEXFUTURE_ADAPTER,strategy-858,0,1919825717073920,EOS1228,BUY,0.0,30.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1190
1965,1165,857,34632,,"2018-12-05 17:18:25",1183,2.276,8.0,0.01054482,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831615218688,EOS1207,BUY,0.0,250.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1966,1165,857,34632,,"2018-12-05 17:18:25",1184,2.276,14.0,0.01845343,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831615218688,EOS1207,BUY,0.0,250.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1967,1165,857,34632,,"2018-12-05 17:18:25",1186,2.276,15.0,0.01977153,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831615218688,EOS1207,BUY,0.0,250.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1968,1165,857,34632,,"2018-12-05 17:18:25",1185,2.276,15.0,0.01977153,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831615218688,EOS1207,BUY,0.0,250.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1969,1165,857,34632,,"2018-12-05 17:18:25",1189,2.27799987,137.0,0.18042142,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831623865344,EOS1207,BUY,0.0,250.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1970,1166,858,34631,,"2018-12-05 17:18:26",1191,2.275,30.0,0.03956044,EOS,OKEXFUTURE_ADAPTER,strategy-858,0,1919831680589824,EOS1207,BUY,0.0,30.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1190
1971,1165,857,34632,,"2018-12-05 17:18:25",1188,2.277,55.0,0.07246377,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831623865344,EOS1207,BUY,0.0,250.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1972,1167,857,34632,,"2018-12-05 17:18:27",1193,2.269,1.0,0.00132217,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831747345408,EOS1214,SELL,0.0,249.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1973,1167,857,34632,,"2018-12-05 17:18:27",1194,2.269,72.0,0.09519612,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831747345408,EOS1214,SELL,0.0,249.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1974,1165,857,34632,,"2018-12-05 17:18:25",1187,2.27799839,6.0,0.00790167,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831615218688,EOS1207,BUY,0.0,250.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1975,1167,857,34632,,"2018-12-05 17:18:27",1195,2.269,72.0,0.09519612,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831747345408,EOS1214,SELL,0.0,249.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1976,1167,857,34632,,"2018-12-05 17:18:27",1196,2.26799958,16.0,0.02116402,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831747345408,EOS1214,SELL,0.0,249.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1977,1167,857,34632,,"2018-12-05 17:18:27",1197,2.26799976,88.0,0.11640212,EOS,OKEXFUTURE_ADAPTER,strategy-857,0,1919831747345408,EOS1214,SELL,0.0,249.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1180
1978,1168,858,34631,,"2018-12-05 17:18:28",1199,2.273,30.0,0.03959525,EOS,OKEXFUTURE_ADAPTER,strategy-858,0,1919831813407744,EOS1228,SELL,0.0,30.0,0.0,0.0,,2.42350712,OKEXFUTURE_ADAPTER.eos_usd,1190
1979,1169,870,34633,32235aee-eeb0-d6ad-0a68-3a33b86fda04,"2018-12-05 18:21:48",15,3662.5,366.0,6.745e-05,XBT,BITMEX_ADAPTER,MANUAL-870,0,1bec058c-a056-2086-d912-1c529b5125b9,XBTZ18,SELL,0.0,500.0,0.0,0.0,,3705.51,BITMEX_ADAPTER..BXBT,4000
1980,1169,870,34633,dc10c5ac-7d71-f811-b1a9-2e407b8c013d,"2018-12-05 18:21:48",16,3662.5,134.0,2.469e-05,XBT,BITMEX_ADAPTER,MANUAL-870,0,1bec058c-a056-2086-d912-1c529b5125b9,XBTZ18,SELL,0.0,500.0,0.0,0.0,,3705.51,BITMEX_ADAPTER..BXBT,4000
1981,1170,870,34633,,"2018-12-05 18:21:49",1202,3646.38,5.0,4.114e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-870,0,1920080874648576,BTC1228,BUY,0.0,5.0,0.0,0.0,,3906.8875,OKEXFUTURE_ADAPTER.btc_usd,4000
1982,1171,871,34634,33c10904-be78-870f-70e4-a6502924d87c,"2018-12-05 18:22:58",18,3661.0,500.0,9.218e-05,XBT,BITMEX_ADAPTER,MANUAL-871,0,bc1fe080-3756-0731-e703-9254de798aeb,XBTZ18,SELL,0.0,500.0,0.0,0.0,,3703.49,BITMEX_ADAPTER..BXBT,4000
1983,1172,871,34634,,"2018-12-05 18:22:59",1204,3644.0,1.0,8.23e-06,BTC,OKEXFUTURE_ADAPTER,MANUAL-871,0,1920085464683520,BTC1228,BUY,0.0,5.0,0.0,0.0,,3906.8875,OKEXFUTURE_ADAPTER.btc_usd,4000
1984,1172,871,34634,,"2018-12-05 18:22:59",1205,3644.57996922,2.0,1.646e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-871,0,1920085464683520,BTC1228,BUY,0.0,5.0,0.0,0.0,,3906.8875,OKEXFUTURE_ADAPTER.btc_usd,4000
1985,1172,871,34634,,"2018-12-05 18:22:59",1206,3644.5899932,2.0,1.646e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-871,0,1920085464683520,BTC1228,BUY,0.0,5.0,0.0,0.0,,3906.8875,OKEXFUTURE_ADAPTER.btc_usd,4000
1986,1173,862,34635,,"2018-12-05 19:06:55",1208,102.221,20.0,0.00058696,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1920258255462400,ETH1207,BUY,0.0,20.0,0.0,0.0,,109.15150253,OKEXFUTURE_ADAPTER.eth_usd,1040
1987,1174,862,34635,,"2018-12-05 19:06:56",1210,102.355,20.0,0.0005862,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1920258321685504,ETH1228,SELL,0.0,20.0,0.0,0.0,,109.15150253,OKEXFUTURE_ADAPTER.eth_usd,1040
1988,1175,862,34636,,"2018-12-05 20:29:14",1212,102.385,25.0,0.00073253,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1920581938419712,ETH1207,BUY,0.0,25.0,0.0,0.0,,101.99287107,OKEXFUTURE_ADAPTER.eth_usd,1040
1989,1176,862,34636,,"2018-12-05 20:29:15",1214,102.547,25.0,0.00073137,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1920582001859584,ETH1228,SELL,0.0,25.0,0.0,0.0,,101.99287107,OKEXFUTURE_ADAPTER.eth_usd,1040
1990,1177,862,34637,,"2018-12-06 02:52:16",1216,101.013,45.0,0.00133646,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922088087067648,ETH1207,SELL,0.0,45.0,0.0,0.0,,100.74961226,OKEXFUTURE_ADAPTER.eth_usd,1040
1991,1178,862,34637,,"2018-12-06 02:52:17",1218,100.878,45.0,0.00133825,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922088152308736,ETH1228,BUY,0.0,45.0,0.0,0.0,,100.74961226,OKEXFUTURE_ADAPTER.eth_usd,1040
1992,1179,862,34638,,"2018-12-06 03:00:18",1220,99.793,20.0,0.00060124,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922119673749504,ETH1207,BUY,0.0,20.0,0.0,0.0,,99.83855102,OKEXFUTURE_ADAPTER.eth_usd,1040
1993,1180,862,34638,,"2018-12-06 03:00:19",1222,99.838,20.0,0.00060097,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922119740136449,ETH1228,SELL,0.0,20.0,0.0,0.0,,99.83855102,OKEXFUTURE_ADAPTER.eth_usd,1040
1994,1181,862,34639,,"2018-12-06 03:01:52",1224,99.472,18.0,0.00054287,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922125835422720,ETH1207,SELL,0.0,20.0,0.0,0.0,,99.87121077,OKEXFUTURE_ADAPTER.eth_usd,1040
1995,1181,862,34639,,"2018-12-06 03:01:52",1225,99.4649996,2.0,6.032e-05,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922125835422720,ETH1207,SELL,0.0,20.0,0.0,0.0,,99.87121077,OKEXFUTURE_ADAPTER.eth_usd,1040
1996,1182,862,34639,,"2018-12-06 03:01:53",1227,99.446,20.0,0.00060334,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922125900520448,ETH1228,BUY,0.0,20.0,0.0,0.0,,99.87121077,OKEXFUTURE_ADAPTER.eth_usd,1040
1997,1183,862,34640,,"2018-12-06 03:03:02",1229,99.639,66.0,0.00198717,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922130422700032,ETH1207,BUY,0.0,75.0,0.0,0.0,,99.67615389,OKEXFUTURE_ADAPTER.eth_usd,1040
1998,1183,862,34640,,"2018-12-06 03:03:02",1230,99.639,9.0,0.00027098,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922130422700032,ETH1207,BUY,0.0,75.0,0.0,0.0,,99.67615389,OKEXFUTURE_ADAPTER.eth_usd,1040
1999,1184,862,34640,,"2018-12-06 03:03:03",1232,99.8,62.0,0.00186373,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922130488536064,ETH1228,SELL,0.0,75.0,0.0,0.0,,99.67615389,OKEXFUTURE_ADAPTER.eth_usd,1040
2000,1184,862,34640,,"2018-12-06 03:03:03",1233,99.8,13.0,0.00039078,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922130488536064,ETH1228,SELL,0.0,75.0,0.0,0.0,,99.67615389,OKEXFUTURE_ADAPTER.eth_usd,1040
2001,1185,862,34641,,"2018-12-06 05:01:31",1235,96.788,35.0,0.00108485,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922596318451712,ETH1207,BUY,0.0,35.0,0.0,0.0,,98.56107037,OKEXFUTURE_ADAPTER.eth_usd,1040
2002,1187,862,34642,,"2018-12-06 05:01:44",1238,96.327,110.0,0.00342583,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922597168520193,ETH1207,SELL,0.0,110.0,0.0,0.0,,98.02724346,OKEXFUTURE_ADAPTER.eth_usd,1040
2003,1188,862,34642,,"2018-12-06 05:01:45",1240,96.2,110.0,0.00343035,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922597234363393,ETH1228,BUY,0.0,110.0,0.0,0.0,,98.02724346,OKEXFUTURE_ADAPTER.eth_usd,1040
2004,1190,863,34643,,"2018-12-06 05:01:48",1243,95.75,20.0,0.00062663,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922597432667136,ETH1228,BUY,0.0,20.0,0.0,0.0,,98.02724346,OKEXFUTURE_ADAPTER.eth_usd,1040
2005,1191,863,34644,,"2018-12-06 05:01:49",1245,95.565,20.0,0.00062784,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922597495708672,ETH1207,BUY,0.0,20.0,0.0,0.0,,98.02724346,OKEXFUTURE_ADAPTER.eth_usd,1040
2006,1194,863,34645,,"2018-12-06 05:02:02",1249,95.608,20.0,0.00062756,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922598286889984,ETH1228,BUY,0.0,20.0,0.0,0.0,,97.21156494,OKEXFUTURE_ADAPTER.eth_usd,1040
2007,1195,863,34646,,"2018-12-06 05:02:02",1251,95.452,20.0,0.00062859,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922598347879424,ETH1207,BUY,0.0,20.0,0.0,0.0,,97.21156494,OKEXFUTURE_ADAPTER.eth_usd,1040
2008,1198,863,34647,,"2018-12-06 05:02:05",1255,95.228,45.0,0.00141765,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922598548316161,ETH1228,BUY,0.0,45.0,0.0,0.0,,97.21156494,OKEXFUTURE_ADAPTER.eth_usd,1040
2009,1199,862,34648,,"2018-12-06 05:02:08",1257,95.296,20.0,0.00062962,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922598742301696,ETH1207,BUY,0.0,20.0,0.0,0.0,,97.21156494,OKEXFUTURE_ADAPTER.eth_usd,1040
2010,1200,863,34649,,"2018-12-06 05:02:09",1259,95.191,45.0,0.0014182,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922598808206336,ETH1207,BUY,0.0,45.0,0.0,0.0,,97.21156494,OKEXFUTURE_ADAPTER.eth_usd,1040
2011,1203,862,34650,,"2018-12-06 05:02:13",1263,95.591,20.0,0.00062767,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922599010511872,ETH1207,SELL,0.0,20.0,0.0,0.0,,97.21156494,OKEXFUTURE_ADAPTER.eth_usd,1040
2012,1204,863,34651,,"2018-12-06 05:02:14",1265,95.509,97.0,0.00304683,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922599138333696,ETH1207,SELL,0.0,110.0,0.0,0.0,,97.21156494,OKEXFUTURE_ADAPTER.eth_usd,1040
2013,1204,863,34651,,"2018-12-06 05:02:14",1266,95.50800001,13.0,0.00040834,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922599138333696,ETH1207,SELL,0.0,110.0,0.0,0.0,,97.21156494,OKEXFUTURE_ADAPTER.eth_usd,1040
2014,1205,862,34650,,"2018-12-06 05:02:15",1268,95.607,20.0,0.00062757,ETH,OKEXFUTURE_ADAPTER,strategy-862,0,1922599159800832,ETH1228,BUY,0.0,20.0,0.0,0.0,,97.21156494,OKEXFUTURE_ADAPTER.eth_usd,1040
2015,1206,863,34651,,"2018-12-06 05:02:15",1270,95.607,110.0,0.00345163,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922599205968896,ETH1228,BUY,0.0,110.0,0.0,0.0,,97.21156494,OKEXFUTURE_ADAPTER.eth_usd,1040
2016,1207,863,34652,,"2018-12-06 05:02:31",1272,96.076,74.0,0.00231067,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922600250512384,ETH1207,BUY,0.0,110.0,0.0,0.0,,96.92609517,OKEXFUTURE_ADAPTER.eth_usd,1040
2017,1207,863,34652,,"2018-12-06 05:02:31",1273,96.12098581,36.0,0.00112358,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922600250512384,ETH1207,BUY,0.0,110.0,0.0,0.0,,96.92609517,OKEXFUTURE_ADAPTER.eth_usd,1040
2018,1208,863,34652,,"2018-12-06 05:02:32",1275,96.035,16.0,0.00049982,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922600315032576,ETH1228,SELL,0.0,110.0,0.0,0.0,,96.92609517,OKEXFUTURE_ADAPTER.eth_usd,1040
2019,1208,863,34652,,"2018-12-06 05:02:32",1276,96.00599849,77.0,0.0024061,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922600315032576,ETH1228,SELL,0.0,110.0,0.0,0.0,,96.92609517,OKEXFUTURE_ADAPTER.eth_usd,1040
2020,1208,863,34652,,"2018-12-06 05:02:32",1277,96.00199931,17.0,0.00053124,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922600315032576,ETH1228,SELL,0.0,110.0,0.0,0.0,,96.92609517,OKEXFUTURE_ADAPTER.eth_usd,1040
2021,1209,863,34653,,"2018-12-06 05:03:24",1279,95.123,17.0,0.00053615,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922603722415104,ETH1207,SELL,0.0,110.0,0.0,0.0,,95.92492894,OKEXFUTURE_ADAPTER.eth_usd,1040
2022,1209,863,34653,,"2018-12-06 05:03:24",1280,95.122,60.0,0.00189231,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922603722415104,ETH1207,SELL,0.0,110.0,0.0,0.0,,95.92492894,OKEXFUTURE_ADAPTER.eth_usd,1040
2023,1209,863,34653,,"2018-12-06 05:03:24",1282,95.121,14.0,0.00044154,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922603722415104,ETH1207,SELL,0.0,110.0,0.0,0.0,,95.92492894,OKEXFUTURE_ADAPTER.eth_usd,1040
2024,1209,863,34653,,"2018-12-06 05:03:24",1281,95.12099996,19.0,0.00059924,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922603722415104,ETH1207,SELL,0.0,110.0,0.0,0.0,,95.92492894,OKEXFUTURE_ADAPTER.eth_usd,1040
2025,1210,863,34653,,"2018-12-06 05:03:25",1284,94.833,109.0,0.00344817,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922603788572672,ETH1228,BUY,0.0,109.0,0.0,0.0,,95.92492894,OKEXFUTURE_ADAPTER.eth_usd,1040
2026,1211,863,34654,,"2018-12-06 05:03:41",1286,94.435,110.0,0.00349447,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922604837082112,ETH1207,BUY,0.0,110.0,0.0,0.0,,95.80510735,OKEXFUTURE_ADAPTER.eth_usd,1040
2027,1212,863,34654,,"2018-12-06 05:03:42",1288,93.946,5.0,0.00015967,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922604901767168,ETH1228,SELL,0.0,109.0,0.0,0.0,,95.80510735,OKEXFUTURE_ADAPTER.eth_usd,1040
2028,1212,863,34654,,"2018-12-06 05:03:42",1289,93.946,104.0,0.00332106,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922604901767168,ETH1228,SELL,0.0,109.0,0.0,0.0,,95.80510735,OKEXFUTURE_ADAPTER.eth_usd,1040
2029,1213,863,34655,,"2018-12-06 05:03:43",1291,94.235,110.0,0.00350188,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922604970252289,ETH1207,SELL,0.0,110.0,0.0,0.0,,95.80510735,OKEXFUTURE_ADAPTER.eth_usd,1040
2030,1214,863,34655,,"2018-12-06 05:03:44",1293,93.991,100.0,0.00319179,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922605036160000,ETH1228,BUY,0.0,109.0,0.0,0.0,,95.80510735,OKEXFUTURE_ADAPTER.eth_usd,1040
2031,1214,863,34655,,"2018-12-06 05:03:44",1294,93.991,9.0,0.00028726,ETH,OKEXFUTURE_ADAPTER,strategy-863,0,1922605036160000,ETH1228,BUY,0.0,109.0,0.0,0.0,,95.80510735,OKEXFUTURE_ADAPTER.eth_usd,1040
2032,1215,873,34656,,"2018-12-06 05:47:05",1297,3802.38,30.0,0.00023669,BTC,OKEXFUTURE_ADAPTER,MANUAL-873,0,1922775498658816,BTC1207,BUY,0.0,30.0,0.0,0.0,,3814.1375,OKEXFUTURE_ADAPTER.btc_usd,1010
2033,1216,873,34656,,"2018-12-06 05:47:06",1299,3776.28,1.0,7.94e-06,BTC,OKEXFUTURE_ADAPTER,MANUAL-873,0,1922775513602048,BTC1228,SELL,0.0,30.0,0.0,0.0,,3814.285,OKEXFUTURE_ADAPTER.btc_usd,1010
2034,1216,873,34656,,"2018-12-06 05:47:06",1300,3776.28,12.0,9.533e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-873,0,1922775513602048,BTC1228,SELL,0.0,30.0,0.0,0.0,,3814.285,OKEXFUTURE_ADAPTER.btc_usd,1010
2035,1216,873,34656,,"2018-12-06 05:47:06",1301,3776.26999999,17.0,0.00013505,BTC,OKEXFUTURE_ADAPTER,MANUAL-873,0,1922775513602048,BTC1228,SELL,0.0,30.0,0.0,0.0,,3814.285,OKEXFUTURE_ADAPTER.btc_usd,1010
2036,1217,874,34657,,"2018-12-06 05:47:34",1304,3803.4,31.0,0.00024452,BTC,OKEXFUTURE_ADAPTER,MANUAL-874,0,1922777325118464,BTC1207,BUY,0.0,31.0,0.0,0.0,,3814.045,OKEXFUTURE_ADAPTER.btc_usd,1010
2037,1218,874,34657,,"2018-12-06 05:47:34",1305,3778.85,31.0,0.00024611,BTC,OKEXFUTURE_ADAPTER,MANUAL-874,0,1922777340519424,BTC1228,SELL,0.0,31.0,0.0,0.0,,3814.045,OKEXFUTURE_ADAPTER.btc_usd,1010
2038,1219,875,34658,,"2018-12-06 05:47:40",1307,3807.12,10.0,7.88e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-875,0,1922777747178496,BTC1207,BUY,0.0,33.0,0.0,0.0,,3814.045,OKEXFUTURE_ADAPTER.btc_usd,1010
2039,1219,875,34658,,"2018-12-06 05:47:40",1308,3807.31999661,21.0,0.00016547,BTC,OKEXFUTURE_ADAPTER,MANUAL-875,0,1922777747178496,BTC1207,BUY,0.0,33.0,0.0,0.0,,3814.045,OKEXFUTURE_ADAPTER.btc_usd,1010
2040,1219,875,34658,,"2018-12-06 05:47:40",1309,3808.88934111,2.0,1.575e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-875,0,1922777747178496,BTC1207,BUY,0.0,33.0,0.0,0.0,,3814.045,OKEXFUTURE_ADAPTER.btc_usd,1010
2041,1220,875,34658,,"2018-12-06 05:47:41",1311,3780.81,3.0,2.38e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-875,0,1922777812706304,BTC1228,SELL,0.0,33.0,0.0,0.0,,3814.045,OKEXFUTURE_ADAPTER.btc_usd,1010
2042,1220,875,34658,,"2018-12-06 05:47:41",1312,3780.81,12.0,9.522e-05,BTC,OKEXFUTURE_ADAPTER,MANUAL-875,0,1922777812706304,BTC1228,SELL,0.0,33.0,0.0,0.0,,3814.045,OKEXFUTURE_ADAPTER.btc_usd,1010
2043,1220,875,34658,,"2018-12-06 05:47:41",1313,3780.81,18.0,0.00014283,BTC,OKEXFUTURE_ADAPTER,MANUAL-875,0,1922777812706304,BTC1228,SELL,0.0,33.0,0.0,0.0,,3814.045,OKEXFUTURE_ADAPTER.btc_usd,1010
2044,1221,877,34659,,"2018-12-06 06:27:55",1315,29.037,31.0,0.00320281,LTC,OKEXFUTURE_ADAPTER,MANUAL-877,0,1922936006088704,LTC1214,BUY,0.0,31.0,0.0,0.0,,0.0,,1080
2045,1222,877,34659,,"2018-12-06 06:27:55",1317,28.89,20.0,0.00207684,LTC,OKEXFUTURE_ADAPTER,MANUAL-877,0,1922936056071169,LTC1228,SELL,0.0,31.0,0.0,0.0,,0.0,,1080
2046,1222,877,34659,,"2018-12-06 06:27:55",1318,28.88899996,11.0,0.0011423,LTC,OKEXFUTURE_ADAPTER,MANUAL-877,0,1922936056071169,LTC1228,SELL,0.0,31.0,0.0,0.0,,0.0,,1080
2047,1223,878,34660,,"2018-12-06 06:33:18",1320,101.774,31.0,0.00091379,ETH,OKEXFUTURE_ADAPTER,MANUAL-878,0,1922957216453632,ETH1207,BUY,0.0,31.0,0.0,0.0,,101.67389965,OKEXFUTURE_ADAPTER.eth_usd,1040
2048,1224,878,34660,,"2018-12-06 06:33:19",1322,101.404,31.0,0.00091712,ETH,OKEXFUTURE_ADAPTER,MANUAL-878,0,1922957282001920,ETH1228,SELL,0.0,31.0,0.0,0.0,,101.67389965,OKEXFUTURE_ADAPTER.eth_usd,1040
2049,1225,879,34661,,"2018-12-06 06:33:26",1324,101.685,33.0,0.00097359,ETH,OKEXFUTURE_ADAPTER,MANUAL-879,0,1922957741018112,ETH1207,BUY,0.0,33.0,0.0,0.0,,101.67389965,OKEXFUTURE_ADAPTER.eth_usd,1040
2050,1226,879,34661,,"2018-12-06 06:33:27",1326,101.321,33.0,0.00097709,ETH,OKEXFUTURE_ADAPTER,MANUAL-879,0,1922957807397888,ETH1228,SELL,0.0,33.0,0.0,0.0,,101.67389965,OKEXFUTURE_ADAPTER.eth_usd,1040
2051,1227,880,34662,,"2018-12-06 06:34:16",1328,101.673,35.0,0.00103272,ETH,OKEXFUTURE_ADAPTER,MANUAL-880,0,1922960975404032,ETH1207,BUY,0.0,35.0,0.0,0.0,,101.70789774,OKEXFUTURE_ADAPTER.eth_usd,1040
2052,1228,880,34662,,"2018-12-06 06:34:17",1330,101.337,35.0,0.00103615,ETH,OKEXFUTURE_ADAPTER,MANUAL-880,0,1922961039136769,ETH1228,SELL,0.0,35.0,0.0,0.0,,101.70789774,OKEXFUTURE_ADAPTER.eth_usd,1040
2053,1229,882,34663,,"2018-12-06 11:16:58",1334,2.142,31.0,0.04341737,EOS,OKEXFUTURE_ADAPTER,MANUAL-882,0,1924072635898881,EOS1207,SELL,0.0,31.0,0.0,0.0,,2.14468396,OKEXFUTURE_ADAPTER.eos_usd,1190
2054,1230,882,34663,,"2018-12-06 11:16:58",1337,2.137,12.0,0.01684605,EOS,OKEXFUTURE_ADAPTER,MANUAL-882,0,1924072645236736,EOS1228,BUY,0.0,31.0,0.0,0.0,,2.14468396,OKEXFUTURE_ADAPTER.eos_usd,1190
2055,1230,882,34663,,"2018-12-06 11:16:58",1339,2.137,6.0,0.00842302,EOS,OKEXFUTURE_ADAPTER,MANUAL-882,0,1924072653692928,EOS1228,BUY,0.0,31.0,0.0,0.0,,2.14468396,OKEXFUTURE_ADAPTER.eos_usd,1190
2056,1230,882,34663,,"2018-12-06 11:16:58",1338,2.137,13.0,0.01824988,EOS,OKEXFUTURE_ADAPTER,MANUAL-882,0,1924072653692928,EOS1228,BUY,0.0,31.0,0.0,0.0,,2.14468396,OKEXFUTURE_ADAPTER.eos_usd,1190
2057,1231,883,34664,,"2018-12-06 11:17:24",1341,2.142,18.0,0.02521008,EOS,OKEXFUTURE_ADAPTER,MANUAL-883,0,1924074302284800,EOS1207,SELL,0.0,33.0,0.0,0.0,,2.14568253,OKEXFUTURE_ADAPTER.eos_usd,1190
